Source File: Q:\Profilers\WLP-0002\Build - 06092014\2014_06_03WLP-002QuarryTesting\01554583.DBG
Processed: 07/16/2014 10:19:30
Using Version: 1.11
Device: PDBG
Start Date: 06/04/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Data
1401879648.754	0.000	n	OCR over buf size
1401879649.023	0.000	n	Get Stat for bat =1
1401879649.033	0.000	n	quit/status test i=0
1401879649.034	0.000	n	status test BF:1 mode:4 ct:6
1401879649.036	0.000	n	status test BF:2 mode:4 ct:6
1401879649.077	0.000	y	&01q0 d- 33.15  0.43  19.8 4.126 4.151 0  972.64   2:14:29 m 0 0    0
1401879649.525	0.000	n	Get Stat for bat =2
1401879649.535	0.000	n	quit/status test i=0
1401879649.536	0.000	n	status test BF:1 mode:1 ct:5
1401879649.538	0.000	n	status test BF:2 mode:4 ct:6
1401879649.581	0.000	y	&02q0 d- 33.13  0.30  19.8 4.127 4.151 0  950.28   2:14:49 m 0 0    0
1401879650.027	0.000	n	Sending Bat Disable
1401879650.037	0.000	n	quit/status test i=0
1401879650.038	0.000	n	status test BF:1 mode:1 ct:5
1401879650.039	0.000	n	status test BF:2 mode:1 ct:5
1401879650.098	0.000	n	WD off detected for bat 01 with mode 1
1401879650.096	0.000	y	&01wf 1
1401879650.528	0.000	n	Sending Bat Disable
1401879650.538	0.000	n	quit/status test i=1
1401879650.539	0.000	n	status test BF:1 mode:2 ct:6
1401879650.540	0.000	n	status test BF:2 mode:1 ct:5
1401879650.598	0.000	n	WD off detected for bat 02 with mode 1
1401879650.596	0.000	y	&02wf 1
1401879651.029	0.000	n	quit/status test i=2
1401879651.030	0.000	n	status test BF:1 mode:2 ct:6
1401879651.032	0.000	n	status test BF:2 mode:2 ct:6
1401879651.111	0.000	n	SUM:1.16,1.15,0.77,32.0,-772609,01554583.PPB,127445,1019346944,98,9,33.09,4.127,950.62,2
1401879653.518	0.000	n	Clearing winch move done
1401879653.539	0.000	n	CMD,1,00000172*2
1401879653.540	0.000	n	CMD rcvd pfs=22
1401879653.589	0.000	n	LOG,2,0,01554583.WC*0
1401879653.670	0.000	n	pro num now 0, start time = 1401883201
1401879654.062	0.000	n	mmdepth=1155.00
1401879654.064	0.000	n	depth=1.16
1401879654.067	0.000	n	Close enough d=1.16
1401879654.079	0.000	n	LOG,2,1,01554583.WC*0
1401879656.118	0.000	n	Q*0
1401879656.119	0.000	n	Winch Quit received.
1401879676.954	0.000	n	Valid GPS
1401879676.773	0.000	n	$GPRMC,180117,A,4432.3276,N,12322.6264,W,000.0,000.0,040614,015.6,E*68
1401879677.001	0.000	n	GPS adjustment 1
1401879677.004	0.000	n	Profile ended
1401879678.061	0.000	n	IRDM Startup
1401879718.726	0.000	n	CONNECT 115200
1401879723.727	0.000	n	IRDM connection returned IRDM_CONNECTED
1401879759.317	0.000	n	ptq BF:1 mode:2
1401879759.318	0.000	n	ptq BF:2 mode:2
1401879759.319	0.000	n	quit test(bs) BF:1 mode:2
